id,name,genre,artists,album,popularity,duration_ms,explicit,track_name_raw,artist_name_raw,track_name_norm,artist_name_norm,track_artist_key
7kr3xZk4yb3YSZ4VFtg2Qt,Acoustic,acoustic,Billy Raffoul,1975,58,172199,False,Acoustic,Billy Raffoul,acoustic,billy raffoul,acoustic | billy raffoul
1kJygfS4eoVziBBI93MSYp,Acoustic,acoustic,Billy Raffoul,A Few More Hours at YYZ,57,172202,False,Acoustic,Billy Raffoul,acoustic,billy raffoul,acoustic | billy raffoul
6lynns69p4zTCRxmmiSY1x,Here Comes the Sun - Acoustic,acoustic,"Molly Hocking, Bailey Rushlow",Here Comes the Sun (Acoustic),42,144786,False,Here Comes the Sun - Acoustic,"Molly Hocking, Bailey Rushlow",here comes the sun acoustic,molly hocking bailey rushlow,here comes the sun acoustic | molly hocking bailey rushlow
1RC9slv335IfLce5vt9KTW,Acoustic #3,acoustic,The Goo Goo Dolls,Dizzy up the Girl,46,116573,False,Acoustic #3,The Goo Goo Dolls,acoustic 3,the goo goo dolls,acoustic 3 | the goo goo dolls
5o9L8xBuILoVjLECSBi7Vo,My Love Mine All Mine - Acoustic Instrumental,acoustic,"Guus Dielissen, Casper Esmann",My Love Mine All Mine (Acoustic Instrumental),33,133922,False,My Love Mine All Mine - Acoustic Instrumental,"Guus Dielissen, Casper Esmann",my love mine all mine acoustic instrumental,guus dielissen casper esmann,my love mine all mine acoustic instrumental | guus dielissen casper esmann
742ZnC1OgUGIScdzXEy5ui,Acoustic,acoustic,Ling tosite sigure,#4,14,238146,False,Acoustic,Ling tosite sigure,acoustic,ling tosite sigure,acoustic | ling tosite sigure
3vpJdk93GzerZnlou6Ua0z,Beautiful Things - Acoustic,acoustic,Benson Boone,Daydream,0,201248,False,Beautiful Things - Acoustic,Benson Boone,beautiful things acoustic,benson boone,beautiful things acoustic | benson boone
42qGA2116mkpSAaxzQfjEf,Landslide,acoustic,"Guus Dielissen, Andrew Gialanella",Landslide,29,199222,False,Landslide,"Guus Dielissen, Andrew Gialanella",landslide,guus dielissen andrew gialanella,landslide | guus dielissen andrew gialanella
0OHHcoyrWnkVukc911UeZd,Acoustic,acoustic,Sonido de Agua en Bambu,Agua,15,129250,False,Acoustic,Sonido de Agua en Bambu,acoustic,sonido de agua en bambu,acoustic | sonido de agua en bambu
64zEnxASl3epPAIH4MsmSw,Acoustic Energy Vibrations,acoustic,"Healing Solfeggio Frequencies, Harmony Touch",528: Mind & Body Healing,45,118331,False,Acoustic Energy Vibrations,"Healing Solfeggio Frequencies, Harmony Touch",acoustic energy vibrations,healing solfeggio frequencies harmony touch,acoustic energy vibrations | healing solfeggio frequencies harmony touch
1okbqCnEzl9GUddnjNkb19,Little Lies,acoustic,Roses & Frey,Little Lies,39,197851,False,Little Lies,Roses & Frey,little lies,roses frey,little lies | roses frey
5Ix5RkjIO1r3gL0NH2KpqK,Acoustic,acoustic,The Re-Stoned,Plasma,8,356870,False,Acoustic,The Re-Stoned,acoustic,the restoned,acoustic | the restoned
0i49QlMEbbbax1gZe2qQzm,Too Good At Goodbyes - Acoustic,acoustic,Sam Smith,Hear The Pride,0,220095,False,Too Good At Goodbyes - Acoustic,Sam Smith,too good at goodbyes acoustic,sam smith,too good at goodbyes acoustic | sam smith
5hzQ0nwJMFTXbNZmjioxJ1,The One (Acoustic Cover),acoustic,The Moon Loungers,The One (Acoustic Cover),25,241115,False,The One (Acoustic Cover),The Moon Loungers,the one,the moon loungers,the one | the moon loungers
0vZAmULYfcNCsB5B2fNEvK,Acoustic,acoustic,"Lesfm, Olexy",Acoustic,5,156654,False,Acoustic,"Lesfm, Olexy",acoustic,lesfm olexy,acoustic | lesfm olexy
7F1CiKqrY44kh5cDqwHOnx,Love Is Gone - Acoustic,acoustic,"SLANDER, Dylan Matthew",Love Is Gone (Acoustic),71,176971,False,Love Is Gone - Acoustic,"SLANDER, Dylan Matthew",love is gone acoustic,slander dylan matthew,love is gone acoustic | slander dylan matthew
1RnvWJ0pW0yhk25gQVWb3M,What If - Acoustic Sessions,acoustic,Cody Fry,Acoustic Sessions - Live From Nashville,25,245933,False,What If - Acoustic Sessions,Cody Fry,what if acoustic sessions,cody fry,what if acoustic sessions | cody fry
76QqtzlnTzVTEWhBRnDinW,Acoustic,acoustic,Mortal Treason,A Call To The Martyrs,3,213693,False,Acoustic,Mortal Treason,acoustic,mortal treason,acoustic | mortal treason
72794Eag03xdy7TO0KNuid,Cayendo (Side A - Acoustic),acoustic,Frank Ocean,Cayendo (Side A - Acoustic),63,202200,False,Cayendo (Side A - Acoustic),Frank Ocean,cayendo side a acoustic,frank ocean,cayendo side a acoustic | frank ocean
1Mt7cf3bZnH6UmlMrBqrVN,One (Acoustic Cover),acoustic,Girl in the Distance,One (Acoustic Cover),27,237742,False,One (Acoustic Cover),Girl in the Distance,one,girl in the distance,one | girl in the distance
2RopJOhPaH9DikFrS0m7XJ,Acoustic,acoustic,Billy Raffoul,Feel good vibes 2020,16,172199,False,Acoustic,Billy Raffoul,acoustic,billy raffoul,acoustic | billy raffoul
5y788ya4NvwhBznoDIcXwK,The Sound of Silence - Acoustic Version,acoustic,Simon & Garfunkel,"Wednesday Morning, 3 A.M.",71,185413,False,The Sound of Silence - Acoustic Version,Simon & Garfunkel,the sound of silence acoustic version,simon garfunkel,the sound of silence acoustic version | simon garfunkel
1YeJ3IF2Q3JCPtkZQQrM9Q,She Will Be Loved - Acoustic,acoustic,Jonah Baker,She Will Be Loved (Acoustic),31,226698,False,She Will Be Loved - Acoustic,Jonah Baker,she will be loved acoustic,jonah baker,she will be loved acoustic | jonah baker
1QdtQPEokExDmlxw1AKOf1,Acoustic,acoustic,Puppe Music,Tranquil Moods,10,62928,False,Acoustic,Puppe Music,acoustic,puppe music,acoustic | puppe music
0ElpbbncWT9aS7mgoqEHbQ,Where's My Love - Acoustic,acoustic,SYML,Where's My Love,68,239880,False,Where's My Love - Acoustic,SYML,wheres my love acoustic,syml,wheres my love acoustic | syml
0JBcTq9AY5ti8MkwDzEjyq,Waiting for the Storm,acoustic,Acoustic Levitation,Something,13,199000,False,Waiting for the Storm,Acoustic Levitation,waiting for the storm,acoustic levitation,waiting for the storm | acoustic levitation
29eMplBkGSox4550xCKsK0,Acoustic,acoustic,Trainman,Lofi beats for Nyx mains to cry to,1,165564,False,Acoustic,Trainman,acoustic,trainman,acoustic | trainman
7fY5bvnh1EDqF2SS4JnOKS,QUIET - Acoustic,acoustic,"Hillside Recording, Diana Trout",QUIET,61,191666,False,QUIET - Acoustic,"Hillside Recording, Diana Trout",quiet acoustic,hillside recording diana trout,quiet acoustic | hillside recording diana trout
0SjoUXTT8ulcAEKEK2twat,Good Vibes,acoustic,"Acoustics, Tyler Swatie",Good Vibes,13,192000,False,Good Vibes,"Acoustics, Tyler Swatie",good vibes,acoustics tyler swatie,good vibes | acoustics tyler swatie
0vn3gDJerc9a4EsLIkzFWb,Acoustic,acoustic,Kondor,Peace of Mind,1,168575,False,Acoustic,Kondor,acoustic,kondor,acoustic | kondor
41DZa1qUamVuPPr7qrtbKw,Whatcha Say - Acoustic,acoustic,Jason Derulo,Heartbreaking Pop,0,222520,False,Whatcha Say - Acoustic,Jason Derulo,whatcha say acoustic,jason derulo,whatcha say acoustic | jason derulo
7BEoayfBrFhmiGsHRi8XVw,"Stillness, Pt 1: Moonshine",acoustic,Acoustic Quarter,Summer Rain,24,147333,False,"Stillness, Pt 1: Moonshine",Acoustic Quarter,stillness pt 1 moonshine,acoustic quarter,stillness pt 1 moonshine | acoustic quarter
7ygizeOO5dpeEsyAmYytNW,Acoustic,acoustic,Helios Jazz Club,Magical Love,1,267311,False,Acoustic,Helios Jazz Club,acoustic,helios jazz club,acoustic | helios jazz club
6Ea2uAyHX6Q8DnGKrMKHLq,Inertia - Acoustic,acoustic,AJR,Inertia (Acoustic),58,230990,True,Inertia - Acoustic,AJR,inertia acoustic,ajr,inertia acoustic | ajr
1XneLLl94UIN5bLqBxihjv,Waiting for the Dawn,acoustic,Acoustic Levitation,Mysteriousness,17,221333,False,Waiting for the Dawn,Acoustic Levitation,waiting for the dawn,acoustic levitation,waiting for the dawn | acoustic levitation
0MQixY91NyA384ZyAmUzGF,Acoustic,acoustic,Billy Raffoul,Dinner With Friends,3,172199,False,Acoustic,Billy Raffoul,acoustic,billy raffoul,acoustic | billy raffoul
4qsRrKXNKBxZjKWHBrRdXs,Acoustic Levitation,acoustic,Devin The Dude,Acoustic Levitation,29,355961,True,Acoustic Levitation,Devin The Dude,acoustic levitation,devin the dude,acoustic levitation | devin the dude
35gFVyd6BvCmjpyuueMRkQ,We Built This City - Acoustic,acoustic,Ben Weighill,We Built This City (Acoustic),25,161777,False,We Built This City - Acoustic,Ben Weighill,we built this city acoustic,ben weighill,we built this city acoustic | ben weighill
5SCvmjq2tWZRxoQJ1DGLpK,Acoustic,acoustic,David AI,Just Kidding,0,234700,False,Acoustic,David AI,acoustic,david ai,acoustic | david ai
5YABYtKx9qa56vBjlXDbmw,Snooze (Acoustic) (feat. Justin Bieber),acoustic,"SZA, Justin Bieber",Snooze (Acoustic) (feat. Justin Bieber),65,190464,True,Snooze (Acoustic) (feat. Justin Bieber),"SZA, Justin Bieber",snooze,sza justin bieber,snooze | sza justin bieber
3l4bwhzSFGV2WSE475EOnh,All the Small Things - Acoustic,acoustic,Jay Filson,All the Small Things (Acoustic),18,166917,False,All the Small Things - Acoustic,Jay Filson,all the small things acoustic,jay filson,all the small things acoustic | jay filson
0xIDR5U9WwBb3hbqAyS3R9,Acoustic,acoustic,U Know & The Drill,Acoustic,2,109354,False,Acoustic,U Know & The Drill,acoustic,u know the drill,acoustic | u know the drill
62ljuuXo0zrcrtJnnOhfxT,Dear April (Side A - Acoustic),acoustic,Frank Ocean,Dear April (Side A - Acoustic),57,231040,False,Dear April (Side A - Acoustic),Frank Ocean,dear april side a acoustic,frank ocean,dear april side a acoustic | frank ocean
4TOYSDT4aaSoQKbxshBYbI,The Way You Make Me Feel - Acoustic,acoustic,"Matt Johnson, John Adams",The Way You Make Me Feel (Acoustic),30,157037,False,The Way You Make Me Feel - Acoustic,"Matt Johnson, John Adams",the way you make me feel acoustic,matt johnson john adams,the way you make me feel acoustic | matt johnson john adams
0r5j1OxaqLkhxJOgA0kstj,Acoustic,acoustic,XtraVert,Acoustic,0,153012,True,Acoustic,XtraVert,acoustic,xtravert,acoustic | xtravert
4l06WS1mNsV6atdeY9y54L,Never Comin' Home - Live Acoustic,acoustic,Bailey Zimmerman,swipe left,0,198958,False,Never Comin' Home - Live Acoustic,Bailey Zimmerman,never comin home live acoustic,bailey zimmerman,never comin home live acoustic | bailey zimmerman
5lT24KdYcJXIEmQGi6DsGy,Remember - Acoustic,acoustic,Thomas Daniel,Remember (Acoustic),25,171710,False,Remember - Acoustic,Thomas Daniel,remember acoustic,thomas daniel,remember acoustic | thomas daniel
24nJAVWOZGmoQVGhaZPqBT,Acoustic,acoustic,Mark S.D.Ray,"Neo Soul Guitar: Pop Music Soul Guitar, Instrumental Guitar Solo",0,188750,False,Acoustic,Mark S.D.Ray,acoustic,mark sdray,acoustic | mark sdray
6QPqf4WqwZkxM68bGipzvP,Young Blood - Acoustic,acoustic,Noah Kahan,Young Blood (Acoustic),56,200613,False,Young Blood - Acoustic,Noah Kahan,young blood acoustic,noah kahan,young blood acoustic | noah kahan
0TKCxM7SDITtm6joUNUU9x,Bubbly,acoustic,Acoustic Guitar Collective,Bubbly,14,159389,False,Bubbly,Acoustic Guitar Collective,bubbly,acoustic guitar collective,bubbly | acoustic guitar collective
6JZcfM5vr5O0KeGIAWiydu,Afrobeat 2023 Mixtape,afrobeat,Dj funkybee,Afrobeat 2023 Mixtape,28,3601658,True,Afrobeat 2023 Mixtape,Dj funkybee,afrobeat 2023 mixtape,dj funkybee,afrobeat 2023 mixtape | dj funkybee
0S5qvbTPpWNXjnV8Uf4VZo,Afrobeat Heatwave,afrobeat,"Lofi Afrobeats, Dj Discoteca, AfrooBeatZ, Dj AfroBeats, Afro Beat Music",Exotic Afro Discoteca - Jungle Boogie Fiesta,2,264626,False,Afrobeat Heatwave,"Lofi Afrobeats, Dj Discoteca, AfrooBeatZ, Dj AfroBeats, Afro Beat Music",afrobeat heatwave,lofi afrobeats dj discoteca afroobeatz dj afrobeats afro beat music,afrobeat heatwave | lofi afrobeats dj discoteca afroobeatz dj afrobeats afro beat music
2kaH2Z8ezDUKf6fNw250rZ,UNAVAILABLE (feat. Musa Keys),afrobeat,"Davido, Musa Keys",Timeless,68,169911,True,UNAVAILABLE (feat. Musa Keys),"Davido, Musa Keys",unavailable,davido musa keys,unavailable | davido musa keys
7EWRaOt6aJsuRfTwd2kmeQ,Afrobeat,afrobeat,Gbenga,Let's Give Thanks,21,322856,False,Afrobeat,Gbenga,afrobeat,gbenga,afrobeat | gbenga
6DdtXGnIE31tW37mLzy7WY,AfroBeat Chaka Chaka,afrobeat,Giuliano Nicolis,AfroBeat Chaka Chaka,30,180652,False,AfroBeat Chaka Chaka,Giuliano Nicolis,afrobeat chaka chaka,giuliano nicolis,afrobeat chaka chaka | giuliano nicolis
5ZtK8XAVnoaGdBXZWCEVCY,Lonely At The Top,afrobeat,Asake,Work Of Art,69,157714,False,Lonely At The Top,Asake,lonely at the top,asake,lonely at the top | asake
6idDCtkAr9EdGEr5yHyp09,Afrobeat,afrobeat,FASSounds,Summer Tunes vol. 1,8,110400,False,Afrobeat,FASSounds,afrobeat,fassounds,afrobeat | fassounds
16y5C7L7vgDUSNCyObG75L,Afrobeat Ki Masti,afrobeat,Karl Lion,Afrobeat Ki Masti,25,205090,False,Afrobeat Ki Masti,Karl Lion,afrobeat ki masti,karl lion,afrobeat ki masti | karl lion
3IQT2MM49GkXfHF9eemaw5,Soweto,afrobeat,"Victony, Tempoe",Outlaw,69,148000,True,Soweto,"Victony, Tempoe",soweto,victony tempoe,soweto | victony tempoe
2cSC2pA05BPYJNMgU95okZ,Afrobeat,afrobeat,Jujuba,Jujuba,3,453493,False,Afrobeat,Jujuba,afrobeat,jujuba,afrobeat | jujuba
2WRQhgXftM1G0NIXr7jNmc,Afrobeats Mix Flight OSO 149,afrobeat,Osocity,Afrobeats Mix Flight OSO 149,26,2372414,True,Afrobeats Mix Flight OSO 149,Osocity,afrobeats mix flight oso 149,osocity,afrobeats mix flight oso 149 | osocity
0zVk3uuV9UhxAt48F3OL12,Holy Ghost,afrobeat,Omah Lay,Holy Ghost,68,186153,False,Holy Ghost,Omah Lay,holy ghost,omah lay,holy ghost | omah lay
1rPUoNyCXVF2FOFHN0ceh3,Afrobeat,afrobeat,Entspannungsmusik Meer,"Einfach entspannen, Vol. 2",4,176519,False,Afrobeat,Entspannungsmusik Meer,afrobeat,entspannungsmusik meer,afrobeat | entspannungsmusik meer
1iBWjQ9af9NnUd5xnQDB3k,Charm,afrobeat,Rema,Rave & Roses Ultra,65,204750,True,Charm,Rema,charm,rema,charm | rema
7F8XEYR37oFDM826xheWyE,Afrobeat,afrobeat,Bür Gür,Have You Lost Your Faith In God,0,317250,False,Afrobeat,Bür Gür,afrobeat,bür gür,afrobeat | bür gür
2fjC5oRlCcPDvKxDjstUbt,Afrobeat Renaissance - Alternate Drum Mix,afrobeat,"Robert Glasper, Derrick Hodge",Run The World: Season 1 (Music from the STARZ Original Series),20,53671,False,Afrobeat Renaissance - Alternate Drum Mix,"Robert Glasper, Derrick Hodge",afrobeat renaissance alternate drum mix,robert glasper derrick hodge,afrobeat renaissance alternate drum mix | robert glasper derrick hodge
46gfN72BxmLvACx6Pve4XU,Dull,afrobeat,Asake,Mr. Money With The Vibe,62,100173,False,Dull,Asake,dull,asake,dull | asake
5VE0wgk2gybTequLg1m4Zs,Afrobeat,afrobeat,AfroBeats,Afrobeat,1,214368,False,Afrobeat,AfroBeats,afrobeat,afrobeats,afrobeat | afrobeats
5WTRTxIyiSrCtKYK8eLerN,Afrobeats 2023,afrobeat,Paul CleverLee,Afrobeats 2023,32,224501,True,Afrobeats 2023,Paul CleverLee,afrobeats 2023,paul cleverlee,afrobeats 2023 | paul cleverlee
1DA2ADZs6O28y2rmdmpekw,2 Sugar (feat. Ayra Starr),afrobeat,"Wizkid, Ayra Starr","More Love, Less Ego",57,187906,False,2 Sugar (feat. Ayra Starr),"Wizkid, Ayra Starr",2 sugar,wizkid ayra starr,2 sugar | wizkid ayra starr
1aKDHWEZ8djoq99TSE1In2,Afrobeat,afrobeat,Negus Beauvoir,Afrobeat,0,189120,False,Afrobeat,Negus Beauvoir,afrobeat,negus beauvoir,afrobeat | negus beauvoir
0XzY9p6zweueIjyNICwsgy,Afrobeat - Baile do Japão,afrobeat,"MC Neneco, DJ Netto, MC Chara, MC GIBI",Afrobeat - Baile do Japão,0,160208,False,Afrobeat - Baile do Japão,"MC Neneco, DJ Netto, MC Chara, MC GIBI",afrobeat baile do japão,mc neneco dj netto mc chara mc gibi,afrobeat baile do japão | mc neneco dj netto mc chara mc gibi
4cpxSBb2TRx8WJhQM1Jdpk,Stubborn (with Asake),afrobeat,"Victony, Asake",Stubborn (with Asake),67,176333,False,Stubborn (with Asake),"Victony, Asake",stubborn with asake,victony asake,stubborn with asake | victony asake
5E1bwFQDYXIHUhBqUXJXZb,Afrobeat,afrobeat,Royalty Free Music Background,Afrobeat,0,124799,False,Afrobeat,Royalty Free Music Background,afrobeat,royalty free music background,afrobeat | royalty free music background
0nWP3geWfIWT2U1F8TEa4V,Afrobeat Fiesta,afrobeat,"Lofi Afrobeats, Dj Discoteca, AfroBeatsZ",Afro Beach Party - Chill Out Music for Afro Party & Discoteca,17,198430,False,Afrobeat Fiesta,"Lofi Afrobeats, Dj Discoteca, AfroBeatsZ",afrobeat fiesta,lofi afrobeats dj discoteca afrobeatsz,afrobeat fiesta | lofi afrobeats dj discoteca afrobeatsz
4E8EciYYzTKF4REO51XQiS,DND,afrobeat,Rema,RAVAGE,56,166000,False,DND,Rema,dnd,rema,dnd | rema
0SFu2Ngw6OC9SR8dxYUBgd,Afrobeat,afrobeat,African Tribal Orchestra,"Sounds Like Africa (African Beats, Drums, Sounds and Music)",3,176519,False,Afrobeat,African Tribal Orchestra,afrobeat,african tribal orchestra,afrobeat | african tribal orchestra
2jzZgXpQqA8T9KhdFjdBgA,Afrobeat Si Fueras Tu - Instrumental,afrobeat,Jordan Films RD,Instruméntal Jordan Films,20,188003,False,Afrobeat Si Fueras Tu - Instrumental,Jordan Films RD,afrobeat si fueras tu instrumental,jordan films rd,afrobeat si fueras tu instrumental | jordan films rd
0x3sDnom0itB72oEVrRE7v,Ololufe (feat. Wande Coal),afrobeat,"Wizkid, Wande Coal",S2,55,210194,False,Ololufe (feat. Wande Coal),"Wizkid, Wande Coal",ololufe,wizkid wande coal,ololufe | wizkid wande coal
4EGWRcWnB3uFjebmmscNzg,Afrobeat,afrobeat,Oneness Of Juju,African Rhythms,1,237260,False,Afrobeat,Oneness Of Juju,afrobeat,oneness of juju,afrobeat | oneness of juju
6WavyUNdnJk9SRW7ko9ack,Reason (feat. Russ),afrobeat,"Asake, Russ",Mr. Money With The Vibe,53,131764,False,Reason (feat. Russ),"Asake, Russ",reason,asake russ,reason | asake russ
6lH52tnoBYPivmIQKGXTgl,Afrobeat,afrobeat,Ruankkj,Afrobeat,11,144172,True,Afrobeat,Ruankkj,afrobeat,ruankkj,afrobeat | ruankkj
7xF6SSfTW1smhbyAlJ6ecd,Afrobeat - Radio Mix,afrobeat,Simon Le Grec,Afrobeat,0,229403,False,Afrobeat - Radio Mix,Simon Le Grec,afrobeat radio mix,simon le grec,afrobeat radio mix | simon le grec
0Q1bMs3xLQiDEeaneehdxv,Remember,afrobeat,Asake,Work Of Art,63,182142,False,Remember,Asake,remember,asake,remember | asake
71JDBR0qGP77kVSiYTDMlX,Afrobeat,afrobeat,"DJ Pasta, Brucaliff",Dancefloor Jams,2,292866,False,Afrobeat,"DJ Pasta, Brucaliff",afrobeat,dj pasta brucaliff,afrobeat | dj pasta brucaliff
6Fw7kOKInk90eGVrn5ll9t,Afrobeat - Club Mix,afrobeat,Simon Le Grec,Afrobeat,0,363227,False,Afrobeat - Club Mix,Simon Le Grec,afrobeat club mix,simon le grec,afrobeat club mix | simon le grec
2Iv3GHM3xFKIPbYSnhJAXO,Okay,afrobeat,Adekunle Gold,"Afro Pop, Vol. 1",54,186299,True,Okay,Adekunle Gold,okay,adekunle gold,okay | adekunle gold
0dGjhqDVHM3EynOae561ZC,AfroBeat,afrobeat,Marlon Dasoul,Mozart at the Club,0,175229,False,AfroBeat,Marlon Dasoul,afrobeat,marlon dasoul,afrobeat | marlon dasoul
3vgHcLsJHvQclAhdcGtNFe,Afrobeat - Playlist Mix,afrobeat,Simon Le Grec,Afrobeat,0,169835,False,Afrobeat - Playlist Mix,Simon Le Grec,afrobeat playlist mix,simon le grec,afrobeat playlist mix | simon le grec
3YPtN5X0HxIzeRCHxfoXTy,Mogbe,afrobeat,Asake,Work Of Art,57,178947,False,Mogbe,Asake,mogbe,asake,mogbe | asake
6ZZ4zoPdivz4JOUjkqpRNp,Afrobeat,afrobeat,Diomobeats,Afrobeat,0,194867,False,Afrobeat,Diomobeats,afrobeat,diomobeats,afrobeat | diomobeats
4EPK9EsXU63lnRPbZwH1LV,Afrobeat - Dub Mix,afrobeat,Simon Le Grec,Afrobeat,0,365853,False,Afrobeat - Dub Mix,Simon Le Grec,afrobeat dub mix,simon le grec,afrobeat dub mix | simon le grec
5V9XFfvCG4WP5ZdISOLvaF,Sability,afrobeat,Ayra Starr,Sability,57,166558,False,Sability,Ayra Starr,sability,ayra starr,sability | ayra starr
0pLp0NaGBIh2N2tew3FVyN,Afrobeat,afrobeat,African Tribal Orchestra,Highlights of African Tribal Orchestra,0,176519,False,Afrobeat,African Tribal Orchestra,afrobeat,african tribal orchestra,afrobeat | african tribal orchestra
5WwQgwivZOfjHHOdZXnDjR,Feel (Afrobeats Mix),afrobeat,"Dualbox, Aracy Carvalho",Feel (Afrobeats Mix),38,147878,False,Feel (Afrobeats Mix),"Dualbox, Aracy Carvalho",feel afrobeats mix,dualbox aracy carvalho,feel afrobeats mix | dualbox aracy carvalho
3ceZIRUX8m8qFFcnEDkj2K,Holiday,afrobeat,Rema,Rave & Roses Ultra,52,159100,False,Holiday,Rema,holiday,rema,holiday | rema
0SC8vPETc4K5bE8kuATCli,Afrobeat,afrobeat,"Luigi Vitale, Gianpaolo Rinaldi, Luca Colussi, Daniele D'Agaro, Mirko Cisilino, Denis Biason",KALIMBATA,0,448464,False,Afrobeat,"Luigi Vitale, Gianpaolo Rinaldi, Luca Colussi, Daniele D'Agaro, Mirko Cisilino, Denis Biason",afrobeat,luigi vitale gianpaolo rinaldi luca colussi daniele dagaro mirko cisilino denis biason,afrobeat | luigi vitale gianpaolo rinaldi luca colussi daniele dagaro mirko cisilino denis biason
5CwdYVhbdeG3wycY3ukvM4,For My Love - Afrobeats Mix,afrobeat,Don & Gene,For My Love (Afrobeats Mix),39,132458,False,For My Love - Afrobeats Mix,Don & Gene,for my love afrobeats mix,don gene,for my love afrobeats mix | don gene
6R3zZakACTkEkqlQKmnnOB,Good Vibes Infinitititi - African Lofi,afrobeat,Lofi Afrobeats,Good Vibes Infinitititi - African Lofi,47,144000,False,Good Vibes Infinitititi - African Lofi,Lofi Afrobeats,good vibes infinitititi african lofi,lofi afrobeats,good vibes infinitititi african lofi | lofi afrobeats
0qmQoGGBl8kH9YDfBJIWmQ,Afrobeat,afrobeat,Dani Le Cross,4 DJ: UnDiscovered Weekly #17,0,300000,False,Afrobeat,Dani Le Cross,afrobeat,dani le cross,afrobeat | dani le cross
3MCIbI6HEtZBqspo8OVLiJ,Alt-Rock,alt-rock,Eudo 97,Demo,0,137622,True,Alt-Rock,Eudo 97,altrock,eudo 97,altrock | eudo 97
1gewemPOUilb21s7CfMS55,Bartender Song (Sittin' At A Bar) - Alt/Rock Mix,alt-rock,Rehab,Graffiti The World,57,229040,True,Bartender Song (Sittin' At A Bar) - Alt/Rock Mix,Rehab,bartender song sittin at a bar altrock mix,rehab,bartender song sittin at a bar altrock mix | rehab
1o22EcqsCANhwYdaNOSdwS,Tessellate,alt-rock,alt-J,An Awesome Wave,52,181400,False,Tessellate,alt-J,tessellate,altj,tessellate | altj
4KENElVbH0KcipXaaqTeT8,"Russian Alt Rock (Car Wash With Papa) - ""Приключение на автомойке""",alt-rock,The Incomplete Orchestra,TIO's Kid's Jams (Car Wash EP),0,165119,False,"Russian Alt Rock (Car Wash With Papa) - ""Приключение на автомойке""",The Incomplete Orchestra,russian alt rock car wash with papa приключение на автомойке,the incomplete orchestra,russian alt rock car wash with papa приключение на автомойке | the incomplete orchestra
0pCTr2E9CtulIwNprituKi,Ms,alt-rock,alt-J,An Awesome Wave,45,238746,False,Ms,alt-J,ms,altj,ms | altj
6XfI75jPN59vD2uF625ayx,Under One Roof Alt Rock,alt-rock,Jack Curtis Dubowsky,Under One Roof (Original Motion Picture Soundtrack Expanded Edition),0,65336,False,Under One Roof Alt Rock,Jack Curtis Dubowsky,under one roof alt rock,jack curtis dubowsky,under one roof alt rock | jack curtis dubowsky
6BVBkKpZK09NmifUMZqj1z,Every Other Freckle,alt-rock,alt-J,This Is All Yours,47,216004,False,Every Other Freckle,alt-J,every other freckle,altj,every other freckle | altj
48H4RqPLjLB5MR3Cc1AdWv,Cry of the Lonely (Psalm 10) - LOFI Alt Rock Mix,alt-rock,Psalms Remixed,Cry of the Lonely (Psalm 10) [LOFI Alt Rock Mix],0,195399,False,Cry of the Lonely (Psalm 10) - LOFI Alt Rock Mix,Psalms Remixed,cry of the lonely psalm 10 lofi alt rock mix,psalms remixed,cry of the lonely psalm 10 lofi alt rock mix | psalms remixed
24DMpa4roYV1VkykwCSNMG,Panoramic View,alt-rock,AWOLNATION,Panoramic View,50,232733,False,Panoramic View,AWOLNATION,panoramic view,awolnation,panoramic view | awolnation
3Sm5TYFgMXyXwgAcY2xweX,So Into You,alt-rock,Atlanta Rhythm Section,A Rock And Roll Alternative,56,260866,False,So Into You,Atlanta Rhythm Section,so into you,atlanta rhythm section,so into you | atlanta rhythm section
3i4ColsuZEvjeLz63m0jPt,U&ME,alt-rock,alt-J,The Dream,43,198840,False,U&ME,alt-J,ume,altj,ume | altj
6azx6iv2R1DhwovSp4xd5v,Rock Steady,alt-rock,"Alton Ellis, The Flames",Mr Soul of Jamaica,42,160266,False,Rock Steady,"Alton Ellis, The Flames",rock steady,alton ellis the flames,rock steady | alton ellis the flames
4wuu0v0TsGf22iYAgIcKlb,Altered State Of Mind,alt-rock,Milmine,So Long And Thanks,39,226000,False,Altered State Of Mind,Milmine,altered state of mind,milmine,altered state of mind | milmine
4XSLXwwLskeFy1k6ec4tBg,Altitude Adjustment,alt-rock,Midland,On The Rocks,31,206040,False,Altitude Adjustment,Midland,altitude adjustment,midland,altitude adjustment | midland
6N19vudcjcPwsggs3EGgkN,M.S.S,alt-rock,Red,M.S.S,33,205531,False,M.S.S,Red,mss,red,mss | red
1AmwIgy0WYLJJ5e24aCFTm,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",alt-rock,"Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya","Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",49,246988,False,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",ve kamleya from rocky aur rani kii prem kahaani,pritam arijit singh shreya ghoshal shadab faridi altamash faridi amitabh bhattacharya,ve kamleya from rocky aur rani kii prem kahaani | pritam arijit singh shreya ghoshal shadab faridi altamash faridi amitabh bhattacharya
