id,name,genre,artists,album,popularity,duration_ms,explicit,track_name_raw,artist_name_raw,track_name_norm,artist_name_norm,track_artist_key
6NOWq0oeufS8jQTv1zrZ0I,Time (feat. Mapei),swedish,"Swedish House Mafia, Mapei",Paradise Again,43,281210,False,Time (feat. Mapei),"Swedish House Mafia, Mapei",time,swedish house mafia mapei,time | swedish house mafia mapei
6iznpTNBnljkbP0WtAfn50,One (Your Name) - Radio Edit,swedish,"Swedish House Mafia, Pharrell Williams",One (Your Name),43,163246,False,One (Your Name) - Radio Edit,"Swedish House Mafia, Pharrell Williams",one your name radio edit,swedish house mafia pharrell williams,one your name radio edit | swedish house mafia pharrell williams
14epucTZd8dLIYipdByNZS,Antidote - Extended,swedish,"Swedish House Mafia, Knife Party",Until Now,37,374124,False,Antidote - Extended,"Swedish House Mafia, Knife Party",antidote extended,swedish house mafia knife party,antidote extended | swedish house mafia knife party
3QqHt507QJZCzluEYsnv4u,Lifetime (with Ty Dolla $ign & 070 Shake),swedish,"Swedish House Mafia, Ty Dolla $ign, 070 Shake, Klahr",Paradise Again,53,186805,False,Lifetime (with Ty Dolla $ign & 070 Shake),"Swedish House Mafia, Ty Dolla $ign, 070 Shake, Klahr",lifetime with ty dolla ign 070 shake,swedish house mafia ty dolla ign 070 shake klahr,lifetime with ty dolla ign 070 shake | swedish house mafia ty dolla ign 070 shake klahr
4BpndTKEqpLgntffipC53q,Don't You Worry Child - Acoustic Version,swedish,"Swedish House Mafia, John Martin",Don't You Worry Child,47,257923,False,Don't You Worry Child - Acoustic Version,"Swedish House Mafia, John Martin",dont you worry child acoustic version,swedish house mafia john martin,dont you worry child acoustic version | swedish house mafia john martin
4WGXdEXSxcs7ZJpzaFTxsD,Popcorn,swedish,The Muppets,Popcorn,29,125453,False,Popcorn,The Muppets,popcorn,the muppets,popcorn | the muppets
0qP4QTGEmlslzEWIqF5oNs,Home,swedish,"Mahalo, Swedish Red Elephant",Home,55,145181,False,Home,"Mahalo, Swedish Red Elephant",home,mahalo swedish red elephant,home | mahalo swedish red elephant
3V0S5RHErZoXEOiBz8Abwp,Home,swedish,Swedish House Mafia,Paradise Again,35,224876,False,Home,Swedish House Mafia,home,swedish house mafia,home | swedish house mafia
4Rj9j2gPLfYhOjcnDK0cNr,Sweden National Anthem,swedish,Navy Band,"100 National Anthems Around, of, and from the World",11,87405,False,Sweden National Anthem,Navy Band,sweden national anthem,navy band,sweden national anthem | navy band
5av1g3HKeTdYmEib40bk5w,Swedish Cradle Song,swedish,The Little Series,Dream a Little,17,131320,False,Swedish Cradle Song,The Little Series,swedish cradle song,the little series,swedish cradle song | the little series
3p1GT6dq5atpVDHQwDsCtR,Swedish,swedish,Maya Badian,Maya Badian: Music Inspired by 24 Nations,11,78578,False,Swedish,Maya Badian,swedish,maya badian,swedish | maya badian
17EQIcoPaLULq6gpDVwRWM,Swedish sauce,swedish,Sodermalm Strand,Swedish sauce,35,201954,False,Swedish sauce,Sodermalm Strand,swedish sauce,sodermalm strand,swedish sauce | sodermalm strand
7AN0hFYz8HBixfNKRn1sls,For You,swedish,Swedish House Mafia,Paradise Again,36,322298,False,For You,Swedish House Mafia,for you,swedish house mafia,for you | swedish house mafia
5zKf2LjOynYLEg2rWpYxXa,Swedish,swedish,Mazz,Luxury Life,10,146420,False,Swedish,Mazz,swedish,mazz,swedish | mazz
4oWICGGGH07snipgaw3zEO,Swedish Prison,swedish,10 Ft. Ganja Plant,Bass Chalice,26,245253,False,Swedish Prison,10 Ft. Ganja Plant,swedish prison,10 plant,swedish prison | 10 plant
3PBnt0RG3QkPBA4mz9Xn5S,Swedish,swedish,Shady Grey,Rivers,4,89808,False,Swedish,Shady Grey,swedish,shady grey,swedish | shady grey
2nA0EOk5iuXLhsqAC1zUUI,Swedish Summer Birds,swedish,The Relaxing Sounds of Swedish Nature,Swedish Summer Birds,36,158250,False,Swedish Summer Birds,The Relaxing Sounds of Swedish Nature,swedish summer birds,the relaxing sounds of swedish nature,swedish summer birds | the relaxing sounds of swedish nature
0ZMVSRo8B2YsSAPSaJKUHR,Heaven Takes You Home / Sweet Disposition - Live from Copenhagen,swedish,"Swedish House Mafia, Connie Constance",Paradise Again: The Live Album,32,356466,False,Heaven Takes You Home / Sweet Disposition - Live from Copenhagen,"Swedish House Mafia, Connie Constance",heaven takes you home sweet disposition live from copenhagen,swedish house mafia connie constance,heaven takes you home sweet disposition live from copenhagen | swedish house mafia connie constance
1XTpJgYYEAhFwxKAvC105A,Swedish,swedish,Blazin' Fiddles,The Old Style,2,267693,False,Swedish,Blazin' Fiddles,swedish,blazin fiddles,swedish | blazin fiddles
612SgVqE5qvunETUscifov,Swedish Rain on Car WIndshield,swedish,Shaman,Raining At Last,27,290933,False,Swedish Rain on Car WIndshield,Shaman,swedish rain on car windshield,shaman,swedish rain on car windshield | shaman
0OxkuJtKL6Gk3ykxvHII3n,Mafia,swedish,Swedish House Mafia,Paradise Again,37,214047,False,Mafia,Swedish House Mafia,mafia,swedish house mafia,mafia | swedish house mafia
3TtzIW8DdO5wz8wRyc5DuT,Swedish,swedish,Ferns,Ferns,0,236266,False,Swedish,Ferns,swedish,ferns,swedish | ferns
6ybQfDhYT6CDhN9iHHHW0n,Swedish Ice River Stream,swedish,In The River (Sound FX),Swedish River Sounds,29,157090,False,Swedish Ice River Stream,In The River (Sound FX),swedish ice river stream,in the river sound fx,swedish ice river stream | in the river sound fx
7B4J2kZ7Av3fJ86C1tIut3,Swedish,swedish,No Ifz No Butz,Play By The Book,3,178390,False,Swedish,No Ifz No Butz,swedish,no ifz no butz,swedish | no ifz no butz
1kj3ViqfMYOm5pN7ovOLqb,Dream Bigger / One - Live from Las Vegas,swedish,Swedish House Mafia,Paradise Again: The Live Album,33,328120,True,Dream Bigger / One - Live from Las Vegas,Swedish House Mafia,dream bigger one live from las vegas,swedish house mafia,dream bigger one live from las vegas | swedish house mafia
6LYRz7cRFkuZQNfN0FBeZx,Swedish,swedish,432Hz Piano,My Funny Valentines,0,67829,False,Swedish,432Hz Piano,swedish,432hz piano,swedish | 432hz piano
0zmlGuEQwG2T6psBEJhOv9,Synth-Pop,synth-pop,Ibiza Chill Out Music Zone,"Ibiza Summer Mix 2022: Ibiza Chillout Classics, Chillhouse for Dance in Clubs, Mellow Style Beats",0,203389,False,Synth-Pop,Ibiza Chill Out Music Zone,synthpop,ibiza chill out music zone,synthpop | ibiza chill out music zone
11HTS5dw8m6QOZLh6AWijh,After Dark - Electro Synth Pop,synth-pop,"SynthMax, Harry Smiles",After Dark (Electro Synth Pop),22,182874,False,After Dark - Electro Synth Pop,"SynthMax, Harry Smiles",after dark electro synth pop,synthmax harry smiles,after dark electro synth pop | synthmax harry smiles
02gySWUFk5JT4gMguGAhdO,Ocean Drive,synth-pop,Miami Nights 1984,Turbulence,47,258461,False,Ocean Drive,Miami Nights 1984,ocean drive,miami nights 1984,ocean drive | miami nights 1984
5dvZhLGftr2xWnLHx9jwmh,Synth-Pop,synth-pop,Ibiza Chill Out Music Zone,Ibiza Summer Mix 2023: Chill Out Beach Party Ibiza at Sunset,0,203389,False,Synth-Pop,Ibiza Chill Out Music Zone,synthpop,ibiza chill out music zone,synthpop | ibiza chill out music zone
3Nt0HbMUiuqIQ84tpc6RxY,Midnight Moving - 2000 and One's 1984 Electro Synth Pop Mix,synth-pop,Bart Skils,Midnight Moving,19,402026,False,Midnight Moving - 2000 and One's 1984 Electro Synth Pop Mix,Bart Skils,midnight moving 2000 and ones 1984 electro synth pop mix,bart skils,midnight moving 2000 and ones 1984 electro synth pop mix | bart skils
580CcfTxe8eNCcXlTizmPr,1987,synth-pop,Lucy In Disguise,1987 EP,34,278909,False,1987,Lucy In Disguise,1987,lucy in disguise,1987 | lucy in disguise
19XZqbobQRd3nC9zWtfbIF,Synth-Pop,synth-pop,DJ Chill del Ma,"Ibiza Summer Grooves 2024: Chillhouse Party & Club Anthems, Relax & Dance",0,169041,False,Synth-Pop,DJ Chill del Ma,synthpop,dj chill del ma,synthpop | dj chill del ma
1q5BwmveYTY28VxWG1V7t2,D4 Bad - Synth Pop,synth-pop,D4 Bad Radio,D4 Bad Volume 4,0,146239,True,D4 Bad - Synth Pop,D4 Bad Radio,d4 bad synth pop,d4 bad radio,d4 bad synth pop | d4 bad radio
4Wzd5oqsk4qh3xbotnK9Rx,Coast,synth-pop,Hotel Pools,Fall,43,142000,False,Coast,Hotel Pools,coast,hotel pools,coast | hotel pools
03JdP0OGz5oVopRUQj9fxa,My Synth Pop Hit Mix,synth-pop,Marcin Miller,Demo Casio Mt140 Prostki 1987,0,212208,False,My Synth Pop Hit Mix,Marcin Miller,my synth pop hit mix,marcin miller,my synth pop hit mix | marcin miller
6Vy3rIRe1ANhRLm6vL1nGB,Arcade Summer,synth-pop,FM-84,Atlas,39,239000,False,Arcade Summer,FM-84,arcade summer,fm84,arcade summer | fm84
4GlFKIyYWrfAhd0YkilFfe,Down with Synth-Pop,synth-pop,Harmoniq Echoes,Genre Jabs,0,88679,True,Down with Synth-Pop,Harmoniq Echoes,down with synthpop,harmoniq echoes,down with synthpop | harmoniq echoes
6COsFwxCkIpXBYw4iiVWH4,On the Run,synth-pop,Timecop1983,Night Drive,44,300836,False,On the Run,Timecop1983,on the run,timecop1983,on the run | timecop1983
4ff3SfxSxS2h81XaKA4asP,Retro Synth Pop BGM,synth-pop,"Synth Pop Music, Synth Pop BGM, Retro Synth Pop",Retro Synth Pop BGM,0,213960,False,Retro Synth Pop BGM,"Synth Pop Music, Synth Pop BGM, Retro Synth Pop",retro synth pop bgm,synth pop music synth pop bgm retro synth pop,retro synth pop bgm | synth pop music synth pop bgm retro synth pop
6PC3StyXOrOiK6UjvI7vf5,Sky At Night,synth-pop,Lucy In Disguise,004,37,120058,False,Sky At Night,Lucy In Disguise,sky at night,lucy in disguise,sky at night | lucy in disguise
1t2zkPReeghR1PABLn9i5W,Background Synth Pop,synth-pop,synthgazer,Miami Synth,0,97032,False,Background Synth Pop,synthgazer,background synth pop,synthgazer,background synth pop | synthgazer
65LToDILJ8Edtg5joUSKaa,MN84 Theme,synth-pop,Miami Nights 1984,Turbulence,35,76800,False,MN84 Theme,Miami Nights 1984,mn84 theme,miami nights 1984,mn84 theme | miami nights 1984
5fKBziOOq5jXF5xVDoS1JK,80's Retro Synth Pop,synth-pop,synthgazer,Miami Synth,0,104386,False,80's Retro Synth Pop,synthgazer,80s retro synth pop,synthgazer,80s retro synth pop | synthgazer
5QYlmR9WamVNeOWBdKcOTu,New Tomorrow,synth-pop,Miami Nights 1984,Turbulence,28,310153,False,New Tomorrow,Miami Nights 1984,new tomorrow,miami nights 1984,new tomorrow | miami nights 1984
2vWX3nK8GTUl5VNSJY360P,Disco Synth Pop,synth-pop,synthgazer,Miami Synth,0,98205,False,Disco Synth Pop,synthgazer,disco synth pop,synthgazer,disco synth pop | synthgazer
3GrvlmYvl4yO05W2XfL3Ww,Echoes In Time,synth-pop,Lucy In Disguise,Echoes In Time,31,313326,False,Echoes In Time,Lucy In Disguise,echoes in time,lucy in disguise,echoes in time | lucy in disguise
6uFCIboxHP9VGwTJBmvAIr,Beats To Chill To,synth-pop,"Chill Synth Pop, Beats To Chill To, Retro Electro Music",Beats To Chill To,0,185291,False,Beats To Chill To,"Chill Synth Pop, Beats To Chill To, Retro Electro Music",beats to chill to,chill synth pop beats to chill to retro electro music,beats to chill to | chill synth pop beats to chill to retro electro music
5G1jWmWL8q1lqhjXeXvms9,Clutch,synth-pop,Miami Nights 1984,Turbulence,32,261120,False,Clutch,Miami Nights 1984,clutch,miami nights 1984,clutch | miami nights 1984
4HImDTLmK5CQbF3rhci7zx,Saved By Zero,synth-pop,The Fixx,Synth Pop,38,220733,False,Saved By Zero,The Fixx,saved by zero,the fixx,saved by zero | the fixx
5boxsVqT2XsC2b1V2FUCsM,The Getaway,synth-pop,Miami Nights 1984,Turbulence,31,236000,False,The Getaway,Miami Nights 1984,the getaway,miami nights 1984,the getaway | miami nights 1984
3pDZtEixXQSUH6K7PJJHMX,Synth Pop Bop,synth-pop,Electrofab Music,Synth Pop Bop,14,71274,False,Synth Pop Bop,Electrofab Music,synth pop bop,electrofab music,synth pop bop | electrofab music
24hghyOlo1dTQ9sv2wufpk,Everything,synth-pop,FM-84,Atlas,33,260000,False,Everything,FM-84,everything,fm84,everything | fm84
2p8sz5yB50pWNhTzFiBxxP,Synth Pop Commercial,synth-pop,MooreMusic4U,Synth Pop Commercial,14,46000,False,Synth Pop Commercial,MooreMusic4U,synth pop commercial,mooremusic4u,synth pop commercial | mooremusic4u
16aFWuLBGtejqFXGxjHBfT,Suddenly Last Summer - Remastered 2002,synth-pop,The Motels,Synth Pop,16,222000,False,Suddenly Last Summer - Remastered 2002,The Motels,suddenly last summer remastered 2002,the motels,suddenly last summer remastered 2002 | the motels
46CjJuu0mQ6nRhdAeLNjeA,Tears,synth-pop,FM-84,Atlas,30,335000,False,Tears,FM-84,tears,fm84,tears | fm84
3p7Kc8gOci2WcSHLjuUnfF,I Feel Alive,synth-pop,"Alkalein, Sashi Graham",Synth Pop,23,135961,False,I Feel Alive,"Alkalein, Sashi Graham",i feel alive,alkalein sashi graham,i feel alive | alkalein sashi graham
4pz8OHbHp0PYybkXFnpE6h,On the Run,synth-pop,Miami Nights 1984,Early Summer,24,206769,True,On the Run,Miami Nights 1984,on the run,miami nights 1984,on the run | miami nights 1984
5ugE6naTRxc9tLYxnVjWBj,Popcorn - Original,synth-pop,The Megabyte Orchestra,Synthesizer Gold (Original),34,149892,False,Popcorn - Original,The Megabyte Orchestra,popcorn original,the megabyte orchestra,popcorn original | the megabyte orchestra
551ru5Q15z1jXzS5ZrycLd,Phase,synth-pop,Hotel Pools,Fall,28,237192,False,Phase,Hotel Pools,phase,hotel pools,phase | hotel pools
3ZDO24mnz9WeOj2KxYbiAF,The Promise,synth-pop,When In Rome,Synth Pop,14,220960,False,The Promise,When In Rome,the promise,when in rome,the promise | when in rome
3aTgAoP6rSTkisBGq802zW,Synthpop,synth-pop,Synthwave Nation,Back to the 80s,9,68571,False,Synthpop,Synthwave Nation,synthpop,synthwave nation,synthpop | synthwave nation
5gDDJMjJRum1HASieyuqDA,POPPIN MOLLY,synth-pop,"SosMula, Synthetic",SLEEZ MACHINE,18,134000,True,POPPIN MOLLY,"SosMula, Synthetic",poppin molly,sosmula synthetic,poppin molly | sosmula synthetic
0bBqRn9Ei6n5aRoJBt3fq0,Night Patrol,synth-pop,Absinth3,OutRun EP,27,195012,False,Night Patrol,Absinth3,night patrol,absinth3,night patrol | absinth3
5jMoESNhvNOTWdIdPVOEDg,Eyes Without A Face,synth-pop,Billy Idol,Synth Pop,20,299240,False,Eyes Without A Face,Billy Idol,eyes without a face,billy idol,eyes without a face | billy idol
6UwUDiVsgU5XVLYYZRTZMr,Neon Sunrise,synth-pop,FM-84,Neon Sunrise,21,246000,False,Neon Sunrise,FM-84,neon sunrise,fm84,neon sunrise | fm84
5CVSWZqxN8TgCMVzFsj6G7,"Situation - 12"" Mix",synth-pop,Yazoo,Synth Pop Party,13,149986,False,"Situation - 12"" Mix",Yazoo,situation 12 mix,yazoo,situation 12 mix | yazoo
5KKCfAwDcx0VHTrpkxPG5z,Nightdrive,synth-pop,FM-84,Los Angeles,23,208649,False,Nightdrive,FM-84,nightdrive,fm84,nightdrive | fm84
78qLGSCIZmrkcAtgkWzVKC,Kiss (feat. Tom Jones),synth-pop,"The Art Of Noise, Tom Jones",Synth Pop Party,13,211946,False,Kiss (feat. Tom Jones),"The Art Of Noise, Tom Jones",kiss,the art of noise tom jones,kiss | the art of noise tom jones
4orh3ept5D1Kt1tPV7Ngpq,Early Summer,synth-pop,Miami Nights 1984,Early Summer,24,194998,False,Early Summer,Miami Nights 1984,early summer,miami nights 1984,early summer | miami nights 1984
4rL6ujEWqx9XPQ9Op8jkOt,Lights Burn Out,synth-pop,Prinze George,Illiterate Synth Pop,18,275883,False,Lights Burn Out,Prinze George,lights burn out,prinze george,lights burn out | prinze george
1i1kUwQRpvyeuSMVnVDwo1,The End,synth-pop,Miami Nights 1984,Turbulence,23,110163,False,The End,Miami Nights 1984,the end,miami nights 1984,the end | miami nights 1984
3aRG0ktXmISKj6InRRlVEa,Amor en el Cielo,synth-pop,Beni Life,"Ritmo Fantasía: Balearic Spanish Synth-Pop, Boogie And House (1982-1992)",16,315306,False,Amor en el Cielo,Beni Life,amor en el cielo,beni life,amor en el cielo | beni life
0uGT3D84NJwKUzGXV9W0ay,Forever The Night,synth-pop,Spreader,Synth Pop,20,228725,False,Forever The Night,Spreader,forever the night,spreader,forever the night | spreader
4hP5zWnPrkXHa2b15ChY8X,New Horizons,synth-pop,Timecop1983,Reflections,27,250616,False,New Horizons,Timecop1983,new horizons,timecop1983,new horizons | timecop1983
1tffGYBdkD6DDVYaInyTYa,"I Can Dream About You - From ""Streets Of Fire"" Soundtrack",synth-pop,Dan Hartman,Synth Pop,13,248000,False,"I Can Dream About You - From ""Streets Of Fire"" Soundtrack",Dan Hartman,i can dream about you from streets of fire soundtrack,dan hartman,i can dream about you from streets of fire soundtrack | dan hartman
606WoZeEY2gs7wCne8VPUN,"El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack",tango,"José Feliciano, Ewan McGregor, Jacek Koman",Moulin Rouge,47,283933,False,"El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack","José Feliciano, Ewan McGregor, Jacek Koman",el tango de roxanne from moulin rouge soundtrack,josé feliciano ewan mcgregor jacek koman,el tango de roxanne from moulin rouge soundtrack | josé feliciano ewan mcgregor jacek koman
05Q6BW1kQSEIwFLuLd5IUd,TANGO,tango,"Tommy Cash, bbno$",TANGO,45,119000,True,TANGO,"Tommy Cash, bbno$",tango,tommy cash bbno,tango | tommy cash bbno
2lH6RlA7NA2CcTfyEsONTc,Tango: Maureen,tango,"Tracie Thoms, Anthony Rapp",RENT (Original Motion Picture Soundtrack),40,235040,True,Tango: Maureen,"Tracie Thoms, Anthony Rapp",tango maureen,tracie thoms anthony rapp,tango maureen | tracie thoms anthony rapp
6nTvIs9iuNCSDZtcB8jtpe,Tango de crueldad,tango,"Yami Safdie, Omar Montes",Mi Corazón...,0,143970,False,Tango de crueldad,"Yami Safdie, Omar Montes",tango de crueldad,yami safdie omar montes,tango de crueldad | yami safdie omar montes
27U1WD3r9qeWaGRgTDW3dG,Tango,tango,Tia Tia,Tia Tia,39,151957,False,Tango,Tia Tia,tango,tia tia,tango | tia tia
3gxuVmRgurrvCvyedqS0WC,Tango,tango,Onyx Collective,Tango,43,304838,False,Tango,Onyx Collective,tango,onyx collective,tango | onyx collective
70XYXbSf4g5IfnDJ13se9L,El Tango De Roxanne,tango,"Aaron Tveit, Danny Burstein, Original Broadway Cast of Moulin Rouge! The Musical, Ricky Rojas, Sahr Ngaujah, Jacqueline B. Arnold, Holly James, Jeigh Madjus",Moulin Rouge! The Musical (Original Broadway Cast Recording),46,217280,False,El Tango De Roxanne,"Aaron Tveit, Danny Burstein, Original Broadway Cast of Moulin Rouge! The Musical, Ricky Rojas, Sahr Ngaujah, Jacqueline B. Arnold, Holly James, Jeigh Madjus",el tango de roxanne,aaron tveit danny burstein original broadway cast of moulin rouge the musical ricky rojas sahr ngaujah jacqueline b arnold holly james jeigh madjus,el tango de roxanne | aaron tveit danny burstein original broadway cast of moulin rouge the musical ricky rojas sahr ngaujah jacqueline b arnold holly james jeigh madjus
55kbdj7XszwKWZcr0Gs6YN,Tango Lloron,tango,Patito Feo,Tango Lloron,47,140666,False,Tango Lloron,Patito Feo,tango lloron,patito feo,tango lloron | patito feo
24jrwTJSlYOCguuLa4j28A,Tango,tango,ABIR,MINT,41,186055,False,Tango,ABIR,tango,abir,tango | abir
1lICGDyA8x0vNaOrSC3LSW,Tango del Pecado (feat. Bajofondo Tango Club & Panasuyo),tango,"Calle 13, Bajofondo Tango Club, Panasuyo",Residente o Visitante,34,253253,True,Tango del Pecado (feat. Bajofondo Tango Club & Panasuyo),"Calle 13, Bajofondo Tango Club, Panasuyo",tango del pecado,calle 13 bajofondo tango club panasuyo,tango del pecado | calle 13 bajofondo tango club panasuyo
0AOsLGhWO94KeC1YYH9Wpv,Tango To Evora,tango,Loreena McKennitt,The Visit,29,249906,False,Tango To Evora,Loreena McKennitt,tango to evora,loreena mckennitt,tango to evora | loreena mckennitt
36YNa8joLwu9yor2TkZbIY,Objection (Tango),tango,Shakira,Laundry Service,47,222533,False,Objection (Tango),Shakira,objection tango,shakira,objection tango | shakira
2392T53auosJ2Pb5lkBJ2n,Tango italiano - Remastered,tango,Cocki Mazzetti,Cocki Mazzetti - The Best Of vol. 1,42,147556,False,Tango italiano - Remastered,Cocki Mazzetti,tango italiano,cocki mazzetti,tango italiano | cocki mazzetti
44mVEasniDC1wAhwU4uwx2,Tango in the Night - 2017 Remaster,tango,Fleetwood Mac,Tango In the Night (Deluxe Edition),39,242880,False,Tango in the Night - 2017 Remaster,Fleetwood Mac,tango in the night 2017 remaster,fleetwood mac,tango in the night 2017 remaster | fleetwood mac
74cyFjvgjyiFiQ3QxszFWq,TANGO,tango,Tananai,"RAVE, ECLISSI",60,209062,False,TANGO,Tananai,tango,tananai,tango | tananai
0wWHiR7xGhflyQwWSiyVwn,Tango De Amor,tango,Orchestra,The Addams Family (Original Cast Recording),26,191826,False,Tango De Amor,Orchestra,tango de amor,orchestra,tango de amor | orchestra
0qAWbnRg2GbU2xRodUJ250,Tango,tango,The New Electric Sound,Tango,27,181626,False,Tango,The New Electric Sound,tango,the new electric sound,tango | the new electric sound
51HiWFC8v4oJNClRYbzpGl,Stalker's Tango,tango,Autoheart,Lent,54,175000,False,Stalker's Tango,Autoheart,stalkers tango,autoheart,stalkers tango | autoheart
4IjhG0bDAmQ3H3gfT79GSQ,Tango Till They're Sore - 2023 Remaster,tango,Tom Waits,Rain Dogs (2023 Remaster),35,171040,False,Tango Till They're Sore - 2023 Remaster,Tom Waits,tango till theyre sore 2023 remaster,tom waits,tango till theyre sore 2023 remaster | tom waits
0WVWNxudOyk0ncLpl1EsU1,The Masochism Tango (Stereo Mix),tango,Tom Lehrer,The Conducted Tom Lehrer,52,169988,False,The Masochism Tango (Stereo Mix),Tom Lehrer,the masochism tango stereo mix,tom lehrer,the masochism tango stereo mix | tom lehrer
7hoTm6SxPVmrWNeEegvLeo,Tango,tango,Voyage,Tango,47,168019,False,Tango,Voyage,tango,voyage,tango | voyage
4orIWQm6ZKd9kD2cBzWtuW,TANGO,tango,Isaac App,TANGO,27,162109,True,TANGO,Isaac App,tango,isaac app,tango | isaac app
1zPDFhYO6vTlWv0Ii7ROr4,Tango Del Fuego,tango,"Parov Stelar, Georgia Gibbs","Voodoo Sonic (The Trilogy, Pt. 3)",43,183870,False,Tango Del Fuego,"Parov Stelar, Georgia Gibbs",tango del fuego,parov stelar georgia gibbs,tango del fuego | parov stelar georgia gibbs
1w5nWhUzrQqj0WnDXrgsnC,"Te Aviso, Te Anuncio (Tango)",tango,Shakira,Laundry Service,55,223200,False,"Te Aviso, Te Anuncio (Tango)",Shakira,te aviso te anuncio tango,shakira,te aviso te anuncio tango | shakira
4K9ZYisVRjy1T3jfgxG05j,TANGO,tango,Dino Ranch,Dino Ranch: The Album,25,145031,False,TANGO,Dino Ranch,tango,dino ranch,tango | dino ranch
0h1agwawdtIcJmZWvvv5B3,Tango Flamenco,tango,Armik,Gypsy Flame,34,297173,False,Tango Flamenco,Armik,tango flamenco,armik,tango flamenco | armik
4uEDBem2944dhk1GhTCiEx,Tango del Pecado,tango,Calle 13,Residente o Visitante,28,253413,False,Tango del Pecado,Calle 13,tango del pecado,calle 13,tango del pecado | calle 13
4eE4vEaakr3ZnSt1UNfOhz,Tango,tango,Emrod,Tango,41,240000,False,Tango,Emrod,tango,emrod,tango | emrod
3sVDUr20szENQyD4kAIWm9,Stalker's Tango - 2023 Remaster,tango,Autoheart,Punch (10th Anniversary Edition),57,175400,False,Stalker's Tango - 2023 Remaster,Autoheart,stalkers tango 2023 remaster,autoheart,stalkers tango 2023 remaster | autoheart
1g0seAtP0XDAsFZIoItwid,Por una Cabeza,tango,Carlos Gardel,Las Canciones de Carlos Gardel,38,325653,False,Por una Cabeza,Carlos Gardel,por una cabeza,carlos gardel,por una cabeza | carlos gardel
2WdpF0JuU5MbWEOeNCZHt4,tango!,tango,Kiraw,tango!,28,111219,True,tango!,Kiraw,tango,kiraw,tango | kiraw
3mGkPsZbHEBf8ZT1ExZnww,Scent of a Woman: Tango (Por Una Cabeza),tango,"Carlos Gardel, Itzhak Perlman, John Williams, Pittsburgh Symphony Orchestra",Cinema Serenade,40,231160,False,Scent of a Woman: Tango (Por Una Cabeza),"Carlos Gardel, Itzhak Perlman, John Williams, Pittsburgh Symphony Orchestra",scent of a woman tango por una cabeza,carlos gardel itzhak perlman john williams pittsburgh symphony orchestra,scent of a woman tango por una cabeza | carlos gardel itzhak perlman john williams pittsburgh symphony orchestra
1A9DYyFtMlzHfxuiw6qYWa,Tango Till They’re Sore,tango,Madeleine Peyroux,Secular Hymns,38,204266,False,Tango Till They’re Sore,Madeleine Peyroux,tango till theyre sore,madeleine peyroux,tango till theyre sore | madeleine peyroux
19yBnOUQzlUfNGCCRSAsxF,The Masochism Tango,tango,Tom Lehrer,More of Tom Lehrer,40,183146,False,The Masochism Tango,Tom Lehrer,the masochism tango,tom lehrer,the masochism tango | tom lehrer
1v7XW3sjTimEUI22vSoFR1,Tango Del Fuego,tango,"Parov Stelar, Georgia Gibbs",Tango Del Fuego,32,183870,False,Tango Del Fuego,"Parov Stelar, Georgia Gibbs",tango del fuego,parov stelar georgia gibbs,tango del fuego | parov stelar georgia gibbs
64srgoSdkNlRmSrnAupEVc,Tango: Maureen - Best Of Version,tango,"Original Broadway Cast ""Rent""",The Best Of Rent,26,189600,False,Tango: Maureen - Best Of Version,"Original Broadway Cast ""Rent""",tango maureen best of version,original broadway cast rent,tango maureen best of version | original broadway cast rent
2hP9yp78eaJbYewLZeBo2k,Tango en Skai,tango,Roland Dyens,Alba Nera,14,154000,False,Tango en Skai,Roland Dyens,tango en skai,roland dyens,tango en skai | roland dyens
1S0PGNaLEjuNuRxByaXN7u,Tango of the Twilight Tides,tango,Orion Blaze,Orion Blaze,22,139911,False,Tango of the Twilight Tides,Orion Blaze,tango of the twilight tides,orion blaze,tango of the twilight tides | orion blaze
28Tmk14BdrfaV2YzxpB35c,Cell Block Tango,tango,"Catherine Zeta-Jones, Susan Misner, Deidre Goodwin, Denise Faye, Ekaterina Chtchelkanova, Mya Harrison, Taye Diggs",Chicago - Music From The Miramax Motion Picture,52,442733,False,Cell Block Tango,"Catherine Zeta-Jones, Susan Misner, Deidre Goodwin, Denise Faye, Ekaterina Chtchelkanova, Mya Harrison, Taye Diggs",cell block tango,catherine zetajones susan misner deidre goodwin denise faye ekaterina chtchelkanova mya harrison taye diggs,cell block tango | catherine zetajones susan misner deidre goodwin denise faye ekaterina chtchelkanova mya harrison taye diggs
5YcaFJy1w7fwyqiXCKn5Im,Tango In Harlem,tango,Touch & Go,I Find You Very Attractivee,24,205560,False,Tango In Harlem,Touch & Go,tango in harlem,touch go,tango in harlem | touch go
3bu5pVBlfkCYJo3BXxGRzh,Tango,tango,A$AP Ferg,Still Striving,24,272760,True,Tango,A$AP Ferg,tango,aap ferg,tango | aap ferg
2AajW3BeWlJeouC1N80zUU,Tango,tango,Rodrigo Amarante,Drama,30,222493,False,Tango,Rodrigo Amarante,tango,rodrigo amarante,tango | rodrigo amarante
